# Created by Octave 4.0.0, Sat Apr 28 15:30:28 2018 CEST <olethros@olethros-OptiPlex-9010>
# name: PU
# type: matrix
# rows: 1000
# columns: 2
 0.5024612747412249 0.4999999999999999
 0.4998043873955366 0.5204599761008163
 0.5485328685909748 0.5239551834036841
 0.543311468968302 0.5460875030495395
 0.600768453135447 0.6146280116086721
 0.5286024275906592 0.5588139541770568
 0.5981091604219263 0.5286244882925346
 0.5652942548300175 0.5735091670066907
 0.5581596037910487 0.6146729229231637
 0.6031397740292115 0.5620335778740392
 0.4971100560746559 0.5716400804237572
 0.5417749874954461 0.5110126451933628
 0.5496313683032527 0.5924315296956196
 0.5717771500354653 0.5131784087157422
 0.5857805610835228 0.5045874631972334
 0.566312113630203 0.5402242538572749
 0.5689133446222078 0.5265606564177172
 0.5185950602847919 0.5490122743990866
 0.5954882752748717 0.5766304007589632
 0.5221356693682868 0.5699118277037512
 0.6013848775344592 0.5558681249084381
 0.5764461405609784 0.528995681909651
 0.5674642097891064 0.5242820506373786
 0.5497567946814182 0.5505497026991411
 0.5516949658118313 0.6067421416806112
 0.5110803581528868 0.5781173485179895
 0.6339770883130265 0.5900370379957506
 0.5744124664440197 0.573904892223581
 0.5822687880009794 0.6020248659083698
 0.5833901844135121 0.6057072658137861
 0.6091535547726541 0.5641082107335504
 0.517070316198482 0.5721562731737858
 0.570668681268593 0.588484548330669
 0.5513162498639904 0.5499196341873629
 0.5850002008402083 0.5471984944774051
 0.5443431210457949 0.5459130676241067
 0.4990495609007896 0.5497089353377813
 0.5730501660930652 0.5571684062810519
 0.5779872920074481 0.5759511648743623
 0.5428178442865117 0.5753977786802619
 0.546646950022461 0.5618315024332953
 0.5363021839359674 0.4749289355777008
 0.5367344764233385 0.5030514719581394
 0.5535309238982716 0.5536990783356615
 0.5863061251134796 0.5415962262543969
 0.5341925921288324 0.5775202558822645
 0.5674733087569463 0.5378155631720772
 0.4952942067156685 0.5737942618350468
 0.5605065777544145 0.5199520703230114
 0.5877635416049581 0.5253293297661668
 0.553244504146386 0.5523629433970514
 0.5169485020874165 0.5170855985168785
 0.5147336944446881 0.5198425962333092
 0.5178434034238913 0.5702059624388934
 0.5233596503761666 0.6226511750479395
 0.5531461927305772 0.5359307968712894
 0.5645945628949011 0.5614103913625096
 0.5851801833306278 0.5662471705423583
 0.5576788564626433 0.5966442756343243
 0.5508360769976643 0.5722737449569764
 0.5780631412545311 0.589011213914534
 0.5328633521054011 0.5414598601403918
 0.5596566113297344 0.5105888255889539
 0.5436089561022526 0.5201229763236357
 0.5637329138030974 0.57374437276882
 0.526382800212885 0.4845678004294532
 0.5740606415066652 0.5164264375948754
 0.5563700916376157 0.5578794301944806
 0.5975713530767959 0.5435132025480159
 0.5849489844399908 0.5359575383442718
 0.575545260216225 0.571563430387702
 0.5934102441934164 0.5074269815409955
 0.5718843061858037 0.5353110443352365
 0.5394112706924452 0.5485365224768584
 0.5688683515121569 0.5894930098956725
 0.5149032995006797 0.5254210801032376
 0.6040800430251511 0.5007658013395884
 0.5291857655455598 0.5419881015881862
 0.5757657929381668 0.5416926948718717
 0.5681279013869341 0.5646820194762637
