# Created by Octave 4.0.0, Thu May 10 21:16:30 2018 CEST <olethros@olethros-OptiPlex-9010>
# name: results
# type: struct
# ndims: 2
 1 5
# length: 3
# name: PU
# type: cell
# rows: 1
# columns: 5
# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.4985796587099612 0.5139211874046471
 0.5591919122540485 0.5648639167333805
 0.5788328492817503 0.5874826156495639
 0.5276325210933137 0.6013217554050463
 0.5239006368432593 0.5987655070879905
 0.5412534590831606 0.603422097228322
 0.5377503713196411 0.6079176417190509
 0.5459242282932323 0.6133866922134058
 0.5589625974105195 0.6089168896303905
 0.580802041207128 0.6096286423352679
 0.5796172002402024 0.62124300560534
 0.5742743379927326 0.6174888423642025
 0.5681074082849741 0.6145197676912196
 0.5874886050865764 0.6165213437541284
 0.574777476109377 0.6260709381393621
 0.5750222160631283 0.6103748236512911
 0.5777113907624035 0.6116748570210199
 0.5787509731450871 0.6251017198007377
 0.5745893479273575 0.6320411694248474
 0.5573423858464831 0.6133547889441192
 0.5634573292279186 0.6179420944152834
 0.5417274334764781 0.6230795980036535
 0.567357504142764 0.6205361838984791
 0.5853251616411705 0.6243276117716056
 0.5739914905424505 0.6258269838749236
 0.5852699227322173 0.6358382368499297
 0.572036201565329 0.6174309688980589
 0.5621469062289363 0.6185112360219046
 0.5849434670127969 0.6143632035626178
 0.583181898639918 0.6211956063925798
 0.5778387062019733 0.6227451259839571
 0.5956765974192515 0.6169128380488573
 0.5705887249721835 0.6199930309356068
 0.5860819281229112 0.6213195478378284
 0.58452421724088 0.6250322377034687
 0.5842870187768644 0.6285655375847919
 0.5914632433777691 0.6113690898938487
 0.5827610534384897 0.6110172773787111
 0.5882841047593993 0.6177781530171162
 0.5836588531361108 0.6138609322077405
 0.5955466039803001 0.6221084971701588
 0.5906214182960208 0.619695891238339
 0.5687182409454613 0.6118271281891215
 0.5860143642094319 0.6118047905433812
 0.5781207593694374 0.6147770885445035
 0.5840652466502154 0.6207473223045906
 0.5795114035961118 0.6144610249609941
 0.5743941114830136 0.6158749235699924
 0.5842873438042171 0.6298350959706385
 0.5828373523978305 0.6117054305830377
 0.5639466994870193 0.6147639576383593
 0.5887077759180759 0.6264950358359651
 0.5871096684230621 0.6134079053865886
 0.585532007135306 0.61655076033731
 0.5849888398592136 0.6081677253512408
 0.5883316029914805 0.6129349157626551
 0.5901147469584557 0.612256146004897
 0.5890858822580806 0.6096872700865535
 0.572454104472046 0.6348487343204421
 0.5767280187914355 0.6221228195727031
 0.5870017758376824 0.6178109982269651



# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.5165934958108059 0.52094114097016
 0.5479663771608733 0.5556422178922916
 0.5542760125031044 0.5522841801025473
 0.52862638127129 0.5289374921271718
 0.5503161607322331 0.5364064833958251
 0.5681808936521302 0.5377469543142782
 0.5609196300354924 0.5245556072738806
 0.5376941570931622 0.5388077957945778
 0.5636803245509774 0.5689295391704611
 0.5849743510975492 0.5752187888919795
 0.5894699715193776 0.5992244989383753
 0.5755247985249845 0.5853582656686566
 0.5762031776740094 0.5735183639745777
 0.5843393848211144 0.5804121170777721
 0.5737017156594738 0.5788275998867405
 0.5809120207495998 0.5449045818496207
 0.5724205155232134 0.5640003754422505
 0.5752288280639304 0.5509691105665786
 0.575669695961987 0.5694987505557424
 0.592971680633082 0.559102436657509
 0.5864586606505794 0.553611240554725
 0.5817495923097241 0.5512343399080808
 0.571846705591901 0.5507040565770708
 0.5845347391260567 0.5667617709408984
 0.583965483049357 0.5536507957880775
 0.5755578224130053 0.5671780570084767
 0.5715341087462555 0.557469599587089
 0.5924883941359034 0.5457290040292184
 0.5940106614733757 0.5471022606831922
 0.5832722463611238 0.5531283525740568
 0.5959982296029809 0.5440895948538751
 0.5853983278925443 0.5559545972749892
 0.5925713418781999 0.5485167911914934
 0.5950639730773857 0.5411018995341405
 0.5936913215355176 0.5514374928954282
 0.6049137342152023 0.5409674522970087
 0.5863910174576481 0.5333606317842297
 0.5750831246314816 0.5509077148874018
 0.5934509318714071 0.5441476783381449
 0.5944471759076724 0.5365607594698952
 0.5811839801475245 0.5337011046069661
 0.592744362641198 0.5368402347449657
 0.5809016261479234 0.5456570963920701
 0.5945815100013572 0.5292891009319108
 0.5936341266123294 0.5374445926623862
 0.5821439963213102 0.5411042493287682
 0.5816487650857395 0.5194447052930522
 0.5784247648987176 0.5368525353911536
 0.5842272484013674 0.5313650793923023
 0.5963672275281954 0.5391020913660955
 0.5679366107405643 0.5254937128935309
 0.5903360651770806 0.5329309679062743
 0.5900043395928344 0.5338459452039067
 0.5853179303658891 0.5405718274021852
 0.583731744396668 0.5383561665370841
 0.5753463781504193 0.5317732913199388
 0.5885822321843045 0.5417220449432394
 0.5825588884133328 0.5525293444031969
 0.5932518022667755 0.5396648006851483
 0.5854688513139562 0.5347938311835024
 0.5910069709422617 0.5366222805080327



# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.4767904520757599 0.4693718904167166
 0.5049532761952709 0.5250807952952115
 0.5154608975842481 0.539811301121003
 0.5180177104886454 0.5498980579012475
 0.5280777486957766 0.5562920119533966
 0.5312356516874543 0.5574992320539205
 0.5334992300824051 0.5618511100499092
 0.5489881188921599 0.5672733222412301
 0.5479918556781217 0.571455838894297
 0.5538638189291415 0.5448588889627106
 0.5598704218324512 0.5538020394871331
 0.5599454880540279 0.5570878407422529
 0.539810856859218 0.5496890909586883
 0.5594997099048165 0.5572309280600056
 0.5661458674147754 0.553554669015575
 0.5307880266356857 0.5447936939881354
 0.5430700263867752 0.5523141152956059
 0.5576326970036602 0.5511234703464281
 0.5474264956044769 0.539577600056152
 0.5571884422710569 0.5529965317199773
 0.5610642110584357 0.5494677286127158
 0.5531607435886454 0.5460755776837879
 0.5708694874839509 0.5485878684549854
 0.5548430981319959 0.557391900823844
 0.5619486650283926 0.5517148525499067
 0.5393341346911852 0.5273790501822723
 0.5522987090559939 0.5498696329332398
 0.5668543027849158 0.5447047305220077
 0.554601655624714 0.542255545275206
 0.5513814221215113 0.5444317204811284
 0.5543614780882711 0.5351784649759753
 0.5508920979845842 0.5519249084677076
 0.5610040265644783 0.5355893478683398
 0.5604743153561866 0.5326579741348765
 0.5616487478960033 0.5517901118609679
 0.5699732655551852 0.5408764593063511
 0.5439919091073444 0.5348984950448894
 0.5509844072102569 0.5335852939229865
 0.5579911770362996 0.5391543339289256
 0.5640091839124837 0.5433994660103294
 0.5579911945658816 0.5316487694573861
 0.5506310211169986 0.5320222813573834
 0.5552301640680358 0.5420179651362362
 0.5587262957187996 0.5415763214910549
 0.5643424099768775 0.5408072282842198
 0.5491907598259518 0.5345986537681972
 0.5536066832560169 0.5313151567248264
 0.5592798279756086 0.5430075478305115
 0.5406633459564388 0.5431236468823049
 0.5368000864036411 0.5414823908950127
 0.5480780911384827 0.5368906837109901
 0.5570194135551189 0.5474162409325032
 0.5629036591074558 0.5479624510259544
 0.5586843381385623 0.5510466737285166
 0.5447633944476212 0.5507654904685785
 0.5559149825391693 0.5360080671570215
 0.5628746488969528 0.528155490251748
 0.5648860852189671 0.5494032101023615
 0.5738637829914526 0.5400399919974934
 0.5471560931511043 0.5377549628813398
 0.5277115245251446 0.5455378759184232



# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.5163710590625439 0.5297939216035298
 0.5137963704439505 0.5351163782652496
 0.5125264969088038 0.5338908915505827
 0.5134739811900234 0.5441641920187202
 0.5166339706269759 0.530574673016895
 0.520144049036533 0.5148095855179921
 0.5221298013072038 0.5341096975746228
 0.522340360301242 0.5358985383199406
 0.5250778346311776 0.5459092617498208
 0.5253668038283781 0.5248188693867273
 0.5272657497100504 0.5379209689317193
 0.5262124177897203 0.5227431670679495
 0.5281882325264606 0.5065027980860617
 0.5326340496096064 0.5222003890970406
 0.5293529657033972 0.5290925123977159
 0.5270177513753358 0.5278511246572951
 0.5287048133487604 0.5186814398757315
 0.5297169932495488 0.5397137119202944
 0.5323543428445189 0.5255431111027288
 0.5214797653135328 0.530969560650509
 0.528327407348258 0.5343999885645845
 0.5312034081492172 0.5194615236551039
 0.5294698442441679 0.529726801045448
 0.5321729455840235 0.5347046222432736
 0.5349743497941181 0.5295088804684687
 0.5375160923152571 0.5340620265465026
 0.5228318062708495 0.5261155201939811
 0.5278872457244861 0.5224721567486076
 0.5300902192129056 0.5307481634179058
 0.5294345939916139 0.5124307688523732
 0.5303709980517562 0.5224543670135542
 0.5324608110515783 0.5300227207191981
 0.5341897859224259 0.5297290285730532
 0.5391045649748142 0.5379706005319308
 0.538230121251541 0.5378794829931448
 0.5400672003474474 0.5182630242216187
 0.538961884056789 0.5240519617538022
 0.5369199548890243 0.5293787581945231
 0.539660334674968 0.5252812459109661
 0.5405915158095569 0.5337950625140107
 0.5464091008324581 0.5224990626490651
 0.5457812334645796 0.5292185940849163
 0.5459213068918677 0.5320643901279209
 0.5475968007958719 0.5366012341685734
 0.5156383691780038 0.5413572167367466
 0.5222244022992356 0.5250097590513542
 0.5255753386432616 0.5319387428776494
 0.5267703538868492 0.4992038624049767
 0.5298979473193509 0.5217262012693571
 0.5281079450861557 0.5281670297833181
 0.52831491390355 0.5347370883528622
 0.5315547972262018 0.5153204504210089
 0.5318184090495709 0.5227189232838509
 0.532997202546326 0.5305213605388595
 0.5356000686101863 0.5179133848668134
 0.5213872026415783 0.5156228391449017
 0.5255924345566693 0.5214702267441522
 0.527798456241418 0.5152579638975425
 0.5297421050870126 0.5206233969963692
 0.5296886802040534 0.5272365233538973
 0.5320950669097179 0.5326973246853942



# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.504013415228476 0.5062276598354419
 0.5022606726341258 0.5128377945100498
 0.5004280443273379 0.508179611868365
 0.5013230782825332 0.5000346681121018
 0.4994179298563505 0.4982845894518723
 0.4993254221437428 0.5129429664370527
 0.499909159304944 0.5083410814082764
 0.4997693668932407 0.5052582224135499
 0.4997189829468278 0.5067367623519178
 0.4997975903947107 0.5068201560770721
 0.5002315369315337 0.5091378868507197
 0.5000192762548228 0.5108425205902379
 0.5007092205982567 0.5111311008409424
 0.4999813264371719 0.5115285008078008
 0.5001508742291975 0.5124049983428248
 0.5002560102577985 0.5115635316105344
 0.5003208853903526 0.509425655204266
 0.5003214903464338 0.5096097320122065
 0.5006039660702831 0.4967311242716301
 0.5007587987579554 0.4931017771092307
 0.5006760732084818 0.4921175511617855
 0.5005897693142631 0.4932660568910602
 0.5007253443346825 0.4936901280245139
 0.5004787144006269 0.4932738307795878
 0.5003937170958429 0.4932083278314303
 0.5006609698401813 0.4923033057136881
 0.5005837787890741 0.4918131625424629
 0.5005250410650696 0.491357412717821
 0.5007224288818433 0.5085709130955827
 0.5007754418090518 0.5044208182286442
 0.5005463280226147 0.5025255486508041
 0.5007235425409134 0.5014586035768673
 0.500669681924074 0.5003931429858788
 0.5005019689168122 0.4998107017353169
 0.5007663289797737 0.498625534190051
 0.5005363073901471 0.4990057187812123
 0.5005606109973291 0.4992628860077346
 0.5005515817171652 0.4999862272644586
 0.5003067515373755 0.5003790270387869
 0.5002488868157327 0.5013796244511076
 0.4999904908483271 0.50212984384506
 0.5000383385474781 0.503185384532863
 0.5000733929029239 0.5036403634570706
 0.5001286618497011 0.5035118688262209
 0.5001618292991933 0.5033386598708532
 0.5001988120459702 0.5034661587139131
 0.5002995843199934 0.5034937055036887
 0.500107543915323 0.5031637465419668
 0.4999835957796261 0.5033845801783232
 0.5003441225667234 0.5034789530772581
 0.5000239671636232 0.5035717168905335
 0.4999458402536359 0.503992910785005
 0.4999894948935645 0.5040244023413001
 0.4999387822649507 0.504567402861118
 0.5000937828910036 0.504575775388335
 0.5002094049238929 0.5038200586989108
 0.5000924116735038 0.5033621755796287
 0.5002022841156875 0.5031482326768026
 0.4998795200382232 0.5026988085547246
 0.5000927078282986 0.5022027505974206
 0.5000021039326359 0.5017991578171713





# name: PV
# type: cell
# rows: 1
# columns: 5
# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.4985796587099612 0.5139211874046471
 0.5591919122540485 0.5648639167333805
 0.5788328492817503 0.5874826156495639
 0.5276325210933137 0.6013217554050463
 0.5239006368432593 0.5987655070879905
 0.5412534590831606 0.603422097228322
 0.5377503713196411 0.6079176417190509
 0.5459242282932323 0.6133866922134058
 0.5589625974105195 0.6089168896303905
 0.580802041207128 0.6096286423352679
 0.5796172002402024 0.62124300560534
 0.5742743379927326 0.6174888423642025
 0.5681074082849741 0.6145197676912196
 0.5874886050865764 0.6165213437541284
 0.574777476109377 0.6260709381393621
 0.5750222160631283 0.6103748236512911
 0.5777113907624035 0.6116748570210199
 0.5787509731450871 0.6251017198007377
 0.5745893479273575 0.6320411694248474
 0.5573423858464831 0.6133547889441192
 0.5634573292279186 0.6179420944152834
 0.5417274334764781 0.6230795980036535
 0.567357504142764 0.6205361838984791
 0.5853251616411705 0.6243276117716056
 0.5739914905424505 0.6258269838749236
 0.5852699227322173 0.6358382368499297
 0.572036201565329 0.6174309688980589
 0.5621469062289363 0.6185112360219046
 0.5849434670127969 0.6143632035626178
 0.583181898639918 0.6211956063925798
 0.5778387062019733 0.6227451259839571
 0.5956765974192515 0.6169128380488573
 0.5705887249721835 0.6199930309356068
 0.5860819281229112 0.6213195478378284
 0.58452421724088 0.6250322377034687
 0.5842870187768644 0.6285655375847919
 0.5914632433777691 0.6113690898938487
 0.5827610534384897 0.6110172773787111
 0.5882841047593993 0.6177781530171162
 0.5836588531361108 0.6138609322077405
 0.5955466039803001 0.6221084971701588
 0.5906214182960208 0.619695891238339
 0.5687182409454613 0.6118271281891215
 0.5860143642094319 0.6118047905433812
 0.5781207593694374 0.6147770885445035
 0.5840652466502154 0.6207473223045906
 0.5795114035961118 0.6144610249609941
 0.5743941114830136 0.6158749235699924
 0.5842873438042171 0.6298350959706385
 0.5828373523978305 0.6117054305830377
 0.5639466994870193 0.6147639576383593
 0.5887077759180759 0.6264950358359651
 0.5871096684230621 0.6134079053865886
 0.585532007135306 0.61655076033731
 0.5849888398592136 0.6081677253512408
 0.5883316029914805 0.6129349157626551
 0.5901147469584557 0.612256146004897
 0.5890858822580806 0.6096872700865535
 0.572454104472046 0.6348487343204421
 0.5767280187914355 0.6221228195727031
 0.5870017758376824 0.6178109982269651



# name: <cell-element>
# type: matrix
# rows: 61
# columns: 2
 0.1117441772728923 0.1199538039613601
 0.1048216681588393 -0.4449498081981953
 -0.008269163213484587 -0.3318589391980036
 0.05778108289318423 -0.2313446630964786
 -0.04986600754805426 -0.2215251813126916
 -0.166578001779186 -0.2833229220994277
 -0.05187604185189654 -0.3248439522395237
 -0.05064326862089891 -0.4425944403133443
 -0.1182585589056162 -0.3627933783566234
 -0.1271040399688568 -0.3450633452519423
 -0.1424686981330839 -0.3932626951776064
 -0.1181492998038138 -0.4330143599653831
 -0.04257560014317513 -0.3395011588356209
 -0.147220286234212 -0.3389642743280973
 -0.09360716674394487 -0.441984566936386
 -0.03979433888470146 -0.286327756138084
 -0.005766367544888573 -0.4007111280187441
 -0.05105653685854761 -0.3460820376118093
 -0.002542947714838817 -0.4587291131638553
 -0.04418720974329404 -0.4519559116108399
 -0.0848479260576932 -0.4412556515999247
 -0.1209875755442928 -0.451432146529696
 0.007053667858945289 -0.5331069103273075
 -0.08222774512804304 -0.4640768202416278
 -0.03689189876755983 -0.4535441277165525
 -0.1285124762039877 -0.4957098824976276
 -0.01839209790606949 -0.4600794920035678
 -0.09401181926476798 -0.5179121846161209
 -0.1316738445626524 -0.434360365463159
 -0.09596103295598046 -0.4874944282180222
 -0.2570414024549518 -0.4319360596090689
 -0.11215287511201 -0.4078832727571811
 -0.1016267506016848 -0.4321375503753986
 -0.1678481888801772 -0.4863896299601543
 -0.1836545858090172 -0.4217418311149227
 -0.261065989244936 -0.4722692863997441
 -0.09428936625365292 -0.4131041799259665
 -0.1449868041971333 -0.5070667020869951
 -0.1952254532433034 -0.4421912270234318
 -0.2482966482952666 -0.4954832269974874
 -0.1309887011152243 -0.4738683494147883
 -0.1456407738911065 -0.5206727516888074
 -0.09041369427223583 -0.5238011202043864
 -0.1735373343640613 -0.4799133131952185
 -0.1926231530234412 -0.4301274463879086
