# Created by Octave 4.0.0, Fri Apr 27 10:23:59 2018 CEST <olethros@olethros-OptiPlex-9010>
# name: PU
# type: matrix
# rows: 100
# columns: 2
 0.4925356493968787 0.5225612469189438
 0.6014269636562677 0.6073525382779065
 0.5003332610917469 0.6073525382779065
 0.4834479736385257 0.3993044332736066
 0.5601450901121281 0.5136329661915082
 0.6328668121023907 0.2953102780983262
 0.6983878113896422 0.4254438881578632
 0.5977446709094477 0.5903807310282917
 0.4160890678489165 0.5903807310282917
 0.5125322832466667 0.5903807310282917
 0.5905471439140857 0.4868953776993052
 0.4927681087954326 0.4840217728784268
 0.7009023206273239 0.4868953776993052
 0.5610042296749693 0.6937351469679667
 0.6038261917635278 0.4868953776993052
 0.4868960134081908 0.4868953776993052
 0.6038407517719142 0.6937351469679667
 0.4868803375696124 0.6037397542521333
 0.598435132176558 0.5989260981501892
 0.6110479360755209 0.6097545271268301
 0.5094603122337779 0.6039239117101577
 0.5976356744587813 0.4794871177086247
 0.6803399266443989 0.6111480142428138
 0.47954994446745 0.5999442782872259
 0.700416989910726 0.5999442782872259
 0.5993385074880405 0.5999442782872259
 0.5998352273763526 0.6111480142428138
 0.4941021939168136 0.6111480142428138
 0.6130299037729789 0.5999442782872259
 0.599781007976904 0.5999442782872259
 0.7004270100576685 0.5999442782872259
 0.6114372858991592 0.6111480142428138
 0.7003905257180052 0.5999442782872259
 0.6131595871539103 0.5979147547244523
 0.6131329881343787 0.6131775378055875
 0.6804571721859554 0.6131775378055875
 0.6131775378055875 0.6131775378055875
 0.4777574565503903 0.6131775378055875
 0.6132197449119295 0.6131775378055875
 0.6131775378055875 0.4774575941458512
 0.6128820686699806 0.6805018874496052
 0.6040023305102878 0.6131775378055875
 0.5659741246340242 0.6131775378055875
 0.6131775378055875 0.6131775378055875
 0.6131775378055875 0.6131775378055875
 0.5600447268710038 0.6131775378055875
 0.6129960065461 0.6131775378055875
 0.5964104332328736 0.5254899923518572
 0.5964200993228562 0.4774575941458512
 0.6129177804673238 0.6131775378055875
 0.5068701794016837 0.5963979633441995
 0.5964125200971321 0.5963979633441995
 0.5964365213115046 0.5963979633441995
 0.6037910171205945 0.5768243013323918
 0.5963962711936487 0.5963979633441995
 0.5964402117154317 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.5964159676352074 0.5963979633441995
 0.493552158474919 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.5964436055402202 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.4947061634269461 0.5842325613230724
 0.4940207286106982 0.5963979633441995
 0.5963979633441995 0.7105147214293547
 0.4948414722096571 0.5963979633441995
 0.5963284578132635 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.6069318775680499 0.6972814619109932
 0.5964016759394504 0.5963979633441995
 0.5769952388279461 0.5963979633441995
 0.5964050371116423 0.6972814619109932
 0.5962768914907136 0.5963979633441995
 0.6071950087986578 0.5963979633441995
 0.5964260802216269 0.6972814619109932
 0.5965572027180499 0.6972814619109932
 0.5963979633441995 0.5963979633441995
 0.5964107808370012 0.5963979633441995
 0.7104662938686511 0.5963979633441995
 0.5963478328066335 0.6972814619109932
 0.5963188576656959 0.5963979633441995
 0.5962655086630532 0.5963979633441995
 0.5963992644698812 0.5963979633441995
 0.5964189300749315 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.7105126923214174 0.5963979633441995
 0.5963943955382712 0.5963979633441995
 0.6972720466756486 0.5963979633441995
 0.5963979633441995 0.5963979633441995
 0.7104853137488584 0.6981557926541632
 0.6981398657909773 0.5963979633441995
