# Created by Octave 4.0.0, Thu Apr 26 01:32:19 2018 CEST <olethros@olethros-OptiPlex-9010>
# name: PU
# type: matrix
# rows: 100
# columns: 2
 0.5114062502818646 0.4675044223772597
 0.6112604544003178 0.5964112376182384
 0.6182649731363558 0.5301177496765411
 0.6190235933996188 0.5572636450561683
 0.6190048406342509 0.5597844044869724
 0.617186270088028 0.5845114330273939
 0.6185083487736516 0.5517467311167653
 0.6205780339514244 0.5140977125264985
 0.6190032369860116 0.5742729321687811
 0.6195402702255526 0.5855019661459205
 0.6189512657103384 0.5912459687398973
 0.6212152398685267 0.5747078226865262
 0.6203147503756914 0.5576548042324265
 0.6214178584203761 0.5642599324569892
 0.6185248743018427 0.5742135865360689
 0.6210644953446367 0.5564978466186418
 0.6215858210460867 0.5686733382034536
 0.6206151122973584 0.5580226346006617
 0.6200812692846762 0.5789696190712976
 0.621050532969645 0.6024282334885847
 0.6042754785673246 0.5939328963257031
 0.5865064192749333 0.5600755444207627
 0.6035638506579453 0.5939328963257031
 0.5992245019566149 0.5793918265681478
 0.5972579929304925 0.5851452852763045
 0.5993177212926968 0.5939328963257031
 0.5997558514028372 0.5939328963257031
 0.6017960485749126 0.5939328963257031
 0.5988807699920278 0.5939328963257031
 0.5977460626741147 0.5939328963257031
 0.59420141892858 0.5939328963257031
 0.5952751488575592 0.5939328963257031
 0.5950740366183829 0.5939328963257031
 0.5954124016423468 0.5939328963257031
 0.5956893087392556 0.5939328963257031
 0.5959083800552591 0.5971006509652388
 0.5956337548536512 0.596705789739598
 0.5952370334806876 0.5931472797143877
 0.5960679966868598 0.5946492432695987
 0.5937074505208242 0.5866218500674152
 0.6135433977671572 0.6020354338286107
 0.614126966212883 0.6034020679380288
 0.6170344733438526 0.6125839194655816
 0.6253288431974204 0.6219248665403496
 0.6271770732739792 0.636566560520931
 0.6212725804077243 0.6248545432923407
 0.619201582913204 0.6074314438040631
 0.6176557886443584 0.6080517938207139
 0.6181583612638319 0.6053267071164024
 0.6185084751283083 0.6141434661842877
 0.6214110681817421 0.6207906170698116
 0.6192943509423541 0.6173529059039387
 0.6169091960378805 0.6143827251153968
 0.6163832771833602 0.6145033470999703
 0.6179858427661611 0.6145033470999703
 0.6147239669552622 0.6145033470999703
 0.6137489554928233 0.6145033470999703
 0.6141276312150109 0.6149392587558258
 0.614781407989701 0.6152661513550834
 0.614258186119457 0.6159115644479487
 0.6160241365983634 0.6148834229795874
 0.6156035861328186 0.6171056496810672
 0.6135146560811104 0.6171056496810672
 0.6153688448044361 0.6171056496810672
 0.6149113694964594 0.6171056496810672
 0.6158660711656037 0.6171056496810672
 0.6157743043435639 0.6171056496810672
 0.6163707451828688 0.6171056496810672
 0.6162301511492765 0.6171056496810672
 0.6134032465310488 0.615752770985724
 0.6115275532173021 0.6078250651480521
 0.6121612736489995 0.6102478575018255
 0.6110276117768136 0.6059855415024387
 0.6094281523358787 0.6061617708429432
 0.6096797589456571 0.6073768452645241
 0.6118831285585036 0.6060640197231733
 0.6104491727748778 0.6053942344293146
 0.6117032647277547 0.6065984451684703
 0.6113930966326944 0.6145033470999703
 0.6130053457953346 0.6145033470999703
 0.6121048513693692 0.6145033470999703
 0.6174609721323563 0.6161971604942318
 0.617061416645182 0.6161833190489472
 0.6175188824317357 0.6164304451395708
 0.6204498585631066 0.6177760490076216
 0.6198014697834553 0.617457105834446
 0.6194251447646063 0.6184826888573864
 0.6183815806871948 0.6184085014908576
 0.6168069304821346 0.6145033470999703
 0.6154503848955468 0.6124660316070896
 0.6156548385839968 0.6123952447283152
 0.6209021082227186 0.6205208381048817
 0.6209983133376829 0.6202778664845747
 0.6214670197280023 0.6213203443948647
 0.621364168319877 0.6209876427282242
 0.6204252721783656 0.6190720228785564
 0.6202339686763589 0.6198005544121117
 0.6156880431626136 0.6158629475624109
 0.6184014602677035 0.6168604767298482
 0.6224051475426196 0.6233169169727848


# name: PF
# type: matrix
# rows: 100
# columns: 2
 0.01667301768485335 0.2390088214035963
 0.01239202295951288 0.08694002224056671
 0.02249633405176853 0.1125982671911712
 0.02525110451579439 0.4271668335459182
 0.03633177467377413 0.1813414809409359
 0.008498305538850743 0.4332850800180764
 0.01877069175436067 0.09626894478709488
 0.02444348075969371 0.2728057907270672
 0.03422241099949414 0.2861614193306704
 0.01623072930267055 0.192104314940655
 0.01557350514571396 0.1492055880215025
 0.03490452045403873 0.1078233216917907
 0.022687543612645 0.1759586421548066
 0.0113959913142032 0.4702448211138329
 0.02589067439432365 0.4865559909676452
 0.0497474780236481 0.1741533411567441
 0.01345129360321652 0.4717078434037559
 0.06368531301121481 0.1898018716004258
 0.004745893450324692 0.179586625799764
 0.03988754059410385 0.554936787270897
 0.5097364116915248 0.7597144668936404
 0.5562077185752937 0.6038596416872828
 0.5080888267431181 0.7597144668936404
 0.5025844784658426 0.6738741540716426
 0.5900259321200778 0.7078385530843085
 0.5991710114026714 0.7597144668936404
 0.5964364423987005 0.7597144668936404
 0.5459377282044517 0.7597144668936404
 0.6270779739014395 0.7597144668936404
 0.6573274772003971 0.7597144668936404
 0.7396768396129767 0.7597144668936404
 0.7004995010011671 0.7597144668936404
 0.7112309103660013 0.7597144668936404
 0.7177859621488736 0.7597144668936404
 0.7029304729543854 0.7597144668936404
 0.7791853637190077 0.8313940117872491
 0.781921915256769 0.8224591427172754
 0.7905397186781944 0.7378910423681663
 0.8061316078190675 0.7718194637802771
 0.8083657849043302 0.7215649917099859
 0.2968108390094649 0.4333835016568568
 0.2942360193289014 0.3904416930823392
 0.2933421333301965 0.2619818216179803
